,artist_name,song_title,identifier,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,cluster_k30
1779,Maranatha! Music,Reckless Love,not_hot,0.732,0.467,-4.951,0.07,0.235,0.0,0.553,120.136,21
1780,Sade,Cherry Pie,not_hot,0.48,0.95,-4.092,0.159,0.0755,0.0,0.677,173.922,10
1781,Bob Marley & The Wailers,Zion Train,not_hot,0.652,0.85,-4.895,0.057,0.0125,6.89e-06,0.63,128.952,1
1782,Ro James,A.D.I.D.A.S. (All Day I),not_hot,0.618,0.443,-14.66,0.0374,0.465,2.27e-06,0.759,82.497,9
1783,FRENSHIP,Capsize - Stint Remix,not_hot,0.562,0.991,-2.654,0.0745,0.0373,1.14e-05,0.266,118.004,11
1784,Jonathan McReynolds,Great Is The Lord (feat. Tonya Baker & Corey Barksdale),not_hot,0.885,0.61,-6.266,0.225,0.194,0.0,0.822,98.974,6
1785,Arin Ray,Stressin,not_hot,0.595,0.764,-6.503,0.0316,0.644,1.32e-05,0.915,92.612,9
1786,Bifrost Arts,Psalm 126 (feat. Molly Parden),not_hot,0.279,0.423,-15.598,0.0398,0.609,0.968,0.61,46.31,5
1787,Rick Ross,Sorry,not_hot,0.502,0.758,-5.035,0.0718,0.00824,0.0,0.423,149.738,11
1788,Three Days Grace,Strange Days,not_hot,0.81,0.7,-8.263,0.0826,0.313,0.0471,0.787,93.98,22
1789,Majid Jordan,A Place Like This,not_hot,0.443,0.833,-4.76,0.336,0.229,0.0,0.523,179.91,16
1790,Louis Armstrong,That's My Desire,not_hot,0.51,0.807,-4.629,0.325,0.0926,0.0,0.496,95.771,6
1791,The Antlers,Bear,not_hot,0.171,0.238,-14.916,0.0358,0.968,0.928,0.0987,105.304,5
1792,Drake,Unforgettable,not_hot,0.777,0.478,-6.356,0.0501,0.315,0.0,0.14,100.034,28
1793,Bob Dylan,It Ain't Me Babe,not_hot,0.688,0.294,-13.985,0.0309,0.357,0.000244,0.709,121.76,9
1794,Buckcherry,Lit Up,not_hot,0.694,0.714,-7.3,0.0303,0.212,0.000155,0.727,117.977,22
1795,Duñe,Leos,not_hot,0.553,0.677,-9.189,0.0586,0.614,0.0,0.527,159.999,12
1796,Coheed and Cambria,Night-Time Walkers,not_hot,0.741,0.841,-5.716,0.0427,0.231,0.00354,0.901,122.915,1
1797,Boney James,Grazin' in the Grass,not_hot,0.469,0.928,-5.266,0.0559,0.0103,0.0103,0.517,125.05,11
1798,Nosequien y los Nosecuantos,Sinfonía de Amor,not_hot,0.714,0.47,-8.909,0.037,0.0352,4.67e-05,0.28,102.987,28
1799,slenderbodies,homestead,not_hot,0.574,0.668,-6.997,0.111,0.236,0.00011,0.75,138.634,3
1800,Raveena,Temptation,not_hot,0.492,0.899,-4.366,0.0467,0.0126,5.37e-06,0.452,88.025,20
1801,Animal Collective,Kinda Bonkers,not_hot,0.727,0.943,-1.608,0.194,0.00275,0.0,0.548,100.079,6
1802,Yo Gotti,Save It for Me,not_hot,0.742,0.523,-5.881,0.0522,0.467,0.0493,0.284,85.005,28
1803,Tori Kelly,Masterpiece,not_hot,0.645,0.325,-8.836,0.0339,0.143,0.0,0.0773,89.975,28
1804,Todd Snider,Beer Run (Extended) - Live,not_hot,0.499,0.973,-6.139,0.147,0.00986,0.0,0.448,170.108,15
1805,Mars Today,Summatime Fine,not_hot,0.578,0.825,-4.923,0.0373,0.00159,0.000256,0.631,135.064,1
1806,Trey Songz,Foreign,not_hot,0.509,0.91,-1.741,0.0682,0.137,1.61e-06,0.273,99.995,4
1807,Ron Jarzombek,Frenetically Inconsistent Velocities Entwined,not_hot,0.508,0.295,-7.951,0.0414,0.952,0.0,0.219,118.64,24
1808,Pepper,Wait,not_hot,0.592,0.499,-7.806,0.277,0.174,0.0,0.863,125.824,6
1809,Kelela,Frontline,not_hot,0.819,0.702,-6.129,0.251,0.00463,0.000207,0.573,95.094,6
1810,DeJ Loaf,Hold This,not_hot,0.819,0.807,-7.306,0.205,0.165,0.0,0.552,103.457,6
1811,Hillsong UNITED,When I Lost My Heart To You (Hallelujah) - Live,not_hot,0.418,0.445,-8.69,0.0301,0.798,0.0,0.666,95.974,29
1812,NEIL FRANCES,Music Sounds Better With You,not_hot,0.68,0.646,-5.513,0.0969,0.0292,3.47e-05,0.184,112.016,28
1813,Jonathan McReynolds,Cycles (feat. DOE),not_hot,0.37,0.663,-5.665,0.065,0.107,0.00475,0.568,180.811,10
1814,Caught A Ghost,No Sugar In My Coffee,not_hot,0.642,0.86,-4.888,0.0561,0.000608,0.0,0.625,120.059,1
1815,John Murphy,Automatic,not_hot,0.662,0.614,-4.753,0.0632,0.805,0.0,0.471,111.191,29
1816,Alfred Hill,Lullaby,not_hot,0.537,0.741,-5.595,0.0532,0.0442,7.45e-05,0.341,90.923,4
1817,Volbeat,Lonesome Rider,not_hot,0.543,0.878,-10.744,0.0561,0.00142,0.731,0.438,84.216,14
1818,Mariah Carey,Butterfly,not_hot,0.728,0.337,-12.363,0.169,0.0329,0.0,0.21,101.726,28
1819,Nickelback,Million Miles An Hour,not_hot,0.666,0.603,-7.314,0.0258,0.00031,0.00131,0.195,116.84,28
1820,San Holo,One Thing - MYRNE Remix,not_hot,0.637,0.794,-10.153,0.0431,0.557,8.18e-05,0.97,165.428,3
1821,Nao,Feels Like,not_hot,0.466,0.562,-5.806,0.0306,0.284,0.0,0.142,123.836,23
1822,Babe Rainbow,Gladly,not_hot,0.542,0.963,-1.994,0.141,0.00127,0.00134,0.374,124.992,11
1823,Sports,Feels Like Magic,not_hot,0.415,0.418,-10.494,0.0377,0.446,0.0,0.662,161.758,25
1824,Kanye West,Guilt Trip,not_hot,0.388,0.955,-6.184,0.0411,0.00201,0.0366,0.693,150.352,10
1825,Uncle Tupelo,Sandusky,not_hot,0.776,0.747,-4.088,0.0371,0.0525,0.0,0.812,93.001,22
1826,My Bloody Valentine,Soon,not_hot,0.674,0.706,-6.373,0.08,0.0158,0.0,0.318,104.95,28
1827,AlunaGeorge,Superior Emotion,not_hot,0.282,0.0981,-21.99,0.0369,0.959,0.885,0.181,166.017,19
1828,Martin Luke Brown,Opalite,not_hot,0.595,0.211,-17.952,0.492,0.96,0.473,0.793,176.193,26
1829,Pinegrove,Darkness,not_hot,0.66,0.662,-6.465,0.037,0.093,0.0,0.317,81.008,28
1830,The 1975,Pressure,not_hot,0.515,0.486,-6.8,0.0775,0.345,0.0,0.56,148.128,12
1831,Hillsong UNITED,Like An Avalanche,not_hot,0.335,0.73,-7.044,0.0608,0.0143,0.0,0.218,114.874,4
1832,Gregory Alan Isakov,Unwritable Girl,not_hot,0.611,0.794,-5.857,0.0377,0.00199,0.0,0.482,130.028,11
1833,A$AP Ferg,Olympian,not_hot,0.198,0.67,-7.63,0.0359,0.353,0.925,0.0895,70.023,18
1834,People Under The Stairs,San Francisco Knights,not_hot,0.603,0.865,-3.02,0.0383,0.00986,0.0005,0.546,122.984,1
1835,The Brilliance,Now and at the Hour,not_hot,0.785,0.842,-4.017,0.182,0.00364,1.94e-05,0.516,100.041,6
1836,Happy Mondays,Lazyitis - Remastered Version,not_hot,0.809,0.588,-6.93,0.0799,0.0106,0.0,0.629,77.019,7
1837,Portugal. The Man,Rich Friends,not_hot,0.555,0.465,-9.655,0.124,0.245,0.0,0.149,119.386,28
1838,Sinead Harnett,Lessons,not_hot,0.598,0.81,-5.906,0.0269,0.00116,0.595,0.739,125.035,14
1839,Glassjaw,Ape Dos Mil,not_hot,0.415,0.45,-6.429,0.0276,0.0452,0.0,0.159,77.078,13
1840,The James Hunter Six,(Baby) Hold On,not_hot,0.596,0.503,-7.606,0.0272,0.13,0.0,0.262,134.032,23
1841,Red Hot Chili Peppers,Death Of A Martian,not_hot,0.489,0.954,-3.698,0.0556,0.055,7.76e-06,0.841,180.151,10
1842,HYUKOH,TOMBOY,not_hot,0.826,0.397,-8.434,0.354,0.169,0.0103,0.155,130.06,16
1843,Wade Bowen,Songs About Trucks,not_hot,0.747,0.572,-9.046,0.027,0.102,0.267,0.575,119.706,7
1844,Hop Along,Well-dressed,not_hot,0.644,0.468,-11.824,0.0953,0.517,0.0,0.959,159.498,3
1845,Flying Lotus,Zodiac Shit,not_hot,0.572,0.713,-7.803,0.403,0.209,0.0,0.523,117.836,26
1846,Jill Scott,The Fact Is (I Need You),not_hot,0.586,0.308,-10.57,0.458,0.436,0.0,0.786,174.509,16
1847,Broken Social Scene,Sweetest Kill,not_hot,0.617,0.766,-5.709,0.265,0.195,0.0,0.358,77.586,6
1848,Sofi de la Torre,Flex Your Way Out,not_hot,0.72,0.857,-2.273,0.0512,0.0151,2.19e-05,0.761,127.997,1
1849,Nat King Cole,I Saw Three Ships,not_hot,0.352,0.204,-15.414,0.0311,0.76,0.000426,0.524,83.342,24
1850,Natalie Merchant,Jealousy,not_hot,0.707,0.63,-6.545,0.0334,0.0497,3.15e-06,0.727,96.003,22
1851,Art Blakey & The Jazz Messengers,Uptight,not_hot,0.791,0.67,-5.489,0.0475,0.566,0.00239,0.665,112.054,9
1852,The Neighbourhood,How,not_hot,0.51,0.816,-7.127,0.0484,0.0148,0.0574,0.618,110.124,20
1853,Edvard Grieg,"Holberg Suite, Op. 40: I. Prelude",not_hot,0.634,0.404,-8.642,0.0452,0.857,0.0709,0.216,82.22,29
1854,Rise Against,Collapse (Post-Amerika),not_hot,0.68,0.842,-5.32,0.0258,0.148,0.00283,0.717,94.524,22
1855,Palace,Bitter - Acoustic,not_hot,0.486,0.938,-6.652,0.0704,1.79e-05,0.000103,0.525,125.816,11
1856,Masked Intruder,Stick 'Em Up,not_hot,0.54,0.669,-5.594,0.366,0.329,0.0,0.416,124.162,16
1857,Jesus Culture,Let It Echo (Heaven Fall) - Live,not_hot,0.622,0.525,-10.455,0.0366,0.157,0.713,0.796,99.975,2
1858,Granger Smith,Stick Around,not_hot,0.386,0.929,-4.513,0.0494,0.00331,0.0,0.457,154.063,15
1859,System Of A Down,F**k The System,not_hot,0.5,0.789,-6.455,0.0278,0.202,0.123,0.481,91.995,20
1860,Sir Sly,Altar,not_hot,0.51,0.872,-3.985,0.0414,0.0298,0.00159,0.602,175.994,10
1861,Hillsong Young & Free,Wake - Remix,not_hot,0.69,0.604,-6.757,0.356,0.199,0.0,0.262,90.989,26
1862,Ellie Goulding,Still Falling For You - Laibert Remix,not_hot,0.356,0.481,-13.651,0.0648,0.0776,0.0,0.577,159.324,23
1863,Jazzotron,Digga Digga Doo,not_hot,0.547,0.759,-8.168,0.0308,0.34,0.932,0.3,156.035,14
1864,The Jayhawks,Blue,not_hot,0.6,0.949,-3.341,0.0526,0.0039,0.172,0.67,130.011,1
1865,Red Hot Chili Peppers,She's Only 18,not_hot,0.69,0.743,-6.169,0.0311,0.138,0.00104,0.556,127.072,21
1866,Bo Burnham,#deep,not_hot,0.402,0.658,-7.141,0.0398,0.49,0.898,0.212,130.811,18
1867,Tycho,See,not_hot,0.177,0.208,-18.813,0.0333,0.75,0.91,0.139,58.649,5
1868,Max Richter,Dream 11 (whisper music) - Pt. 4,not_hot,0.574,0.667,-5.425,0.0301,0.206,0.352,0.546,88.299,20
1869,Lucinda Williams,Are You Alright?,not_hot,0.578,0.896,-5.699,0.0497,0.00104,0.00513,0.576,129.843,1
1870,Moneybagg Yo,Correct Me,not_hot,0.567,0.727,-7.883,0.242,0.0737,0.0,0.476,140.289,16
1871,Tierra Whack,Bugs Life,not_hot,0.512,0.806,-4.064,0.0308,0.00141,3.13e-06,0.243,101.004,4
1872,Amber-Simone,Only You,not_hot,0.327,0.395,-14.091,0.07,0.736,0.278,0.297,109.181,0
1873,10 Years,Beautiful,not_hot,0.476,0.432,-7.113,0.0294,0.0943,0.0,0.195,143.865,23
1874,Foster The People,Worst Nites - DJ Tunez Remix,not_hot,0.636,0.555,-7.13,0.0303,0.00875,0.0487,0.316,134.96,21
1875,SZA,Shattered Ring,not_hot,0.444,0.293,-9.824,0.0252,0.58,3.41e-06,0.155,85.777,13
1876,Liz Callaway,"Upendi - From ""The Lion King II: Simba's Pride""/Soundtrack Version",not_hot,0.855,0.825,-5.964,0.0931,0.778,0.0004,0.68,119.962,9
1877,Lady Antebellum,Ready To Love Again,not_hot,0.75,0.585,-9.596,0.122,0.044,0.0121,0.843,74.422,22
1878,Thousand Foot Krutch,E For Extinction,not_hot,0.485,0.305,-9.011,0.0284,0.155,8.07e-05,0.207,133.818,23
1879,Two Door Cinema Club,This Is the Life,not_hot,0.549,0.939,-3.031,0.0482,0.0104,0.0,0.548,121.98,11
1880,Belly,Frozen Water,not_hot,0.609,0.619,-7.189,0.188,0.0539,0.00146,0.169,168.255,21
1881,Hans Zimmer,Despair,not_hot,0.291,0.165,-19.572,0.0452,0.59,0.819,0.0372,129.7,19
1882,The O'My's,Idea,not_hot,0.823,0.399,-10.065,0.059,0.148,0.022,0.116,127.973,28
1883,Halestorm,Rock Show,not_hot,0.457,0.806,-5.434,0.107,5.33e-05,0.0124,0.388,136.016,11
1884,Chris McClarney,Blow Mighty Breath of God,not_hot,0.601,0.911,-3.585,0.0406,0.00368,0.0,0.518,115.047,20
1885,Prince Far I,Jah Do That,not_hot,0.555,0.638,-5.012,0.027,0.313,0.0,0.185,102.676,28
1886,Kid Cudi,The Mood,not_hot,0.677,0.551,-11.195,0.0582,0.327,0.0,0.712,89.795,7
1887,George Jones,Wild Irish Rose,not_hot,0.396,0.475,-9.242,0.0303,0.0504,0.0226,0.0798,160.031,23
1888,Lucy Dacus,Addictions,not_hot,0.493,0.598,-10.023,0.0787,0.0132,0.00463,0.84,141.539,3
1889,Hillsong Young & Free,Pursue,not_hot,0.499,0.736,-4.68,0.0323,0.00168,1.68e-06,0.227,131.909,11
1890,Ludwig Goransson,Ice Cold,not_hot,0.669,0.684,-4.251,0.0942,0.571,3.39e-06,0.542,102.991,29
1891,Shaman's Harvest,Dangerous,not_hot,0.42,0.0559,-23.19,0.111,0.969,0.959,0.158,153.446,19
1892,Stalley,Raise Your Weapons,not_hot,0.828,0.617,-6.44,0.219,0.0988,0.0,0.597,122.028,6
1893,Pantera,Becoming,not_hot,0.609,0.434,-9.174,0.0279,0.282,0.000561,0.377,119.071,12
1894,Alabama Shakes,Hold On,not_hot,0.324,0.00191,-37.276,0.0485,0.994,0.959,0.0588,66.893,27
1895,Jerry Goldsmith,The Final Game,not_hot,0.658,0.815,-6.595,0.035,0.0173,0.892,0.573,126.993,14
1896,Two Steps from Hell,Snowball Fight,not_hot,0.322,0.491,-5.345,0.0325,0.816,0.0,0.21,100.551,29
1897,Hank Williams III,Low Down,not_hot,0.567,0.711,-3.744,0.0788,0.0633,1.68e-06,0.507,141.058,11
1898,courtship.,Sunroof,not_hot,0.527,0.572,-8.199,0.0269,0.225,0.0,0.364,136.117,23
1899,Tycho,Dye,not_hot,0.9,0.73,-7.329,0.0535,0.0279,0.102,0.881,123.999,22
1900,Leon Russell,Stranger In A Strange Land,not_hot,0.686,0.817,-5.659,0.0321,0.023,0.0183,0.609,120.013,1
1901,Two Another,Hoping You Changed,not_hot,0.739,0.765,-5.361,0.0357,0.00492,0.00416,0.398,117.995,21
1902,TV On The Radio,DLZ,not_hot,0.404,0.532,-7.871,0.175,0.344,0.000342,0.399,85.151,13
1903,Death Cab for Cutie,A Movie Script Ending,not_hot,0.464,0.994,-1.929,0.109,0.00139,0.596,0.877,171.55,10
1904,Bethel Music,Praise Is The Highway (Live),not_hot,0.702,0.617,-7.388,0.0297,0.267,8.3e-05,0.595,116.016,7
1905,Ben Howard,Someone In The Doorway,not_hot,0.373,0.637,-7.102,0.0333,0.00757,8.08e-06,0.0845,76.01,4
1906,Tank,She Wit The S*** (feat. Rich Homie Quan),not_hot,0.659,0.933,-5.329,0.0541,0.00292,0.000133,0.667,102.981,20
1907,Alice In Chains,We Die Young,not_hot,0.686,0.17,-13.953,0.0509,0.961,0.000209,0.221,144.022,24
1908,Kurt Vile,One Trick Ponies,not_hot,0.377,0.974,-2.877,0.0966,0.00053,2.7e-06,0.562,157.489,15
1909,KAINA,La Luna,not_hot,0.336,0.139,-18.404,0.0399,0.951,0.947,0.198,70.411,5
1910,The Arcs,Lake Superior,not_hot,0.382,0.749,-5.683,0.0379,0.00206,0.687,0.0572,151.883,18
1911,Jacob Banks,Keeps Me Going,not_hot,0.518,0.566,-10.658,0.0599,0.516,0.00205,0.672,113.97,9
1912,Allie X,That's So Us,not_hot,0.723,0.521,-9.78,0.028,0.296,0.0406,0.61,101.127,7
1913,Ray Price,For the Good Times,not_hot,0.659,0.222,-13.84,0.0546,0.955,0.0,0.733,77.909,24
1914,XYLØ,Freak,not_hot,0.744,0.852,-5.042,0.0607,0.371,0.0154,0.539,127.026,21
1915,Jeremih,Perfect Timing,not_hot,0.708,0.384,-12.427,0.0302,0.0893,0.841,0.691,87.961,2
1916,Tobi Lou,The Blue,not_hot,0.518,0.411,-8.906,0.0839,0.747,0.00019,0.576,68.684,29
1917,Mavado,Ben Ova,not_hot,0.346,0.753,-4.606,0.273,0.0229,0.0641,0.184,79.275,4
1918,George Jones,The One I Loved Back Then,not_hot,0.621,0.319,-9.262,0.0287,0.283,0.0,0.467,76.906,7
1919,Ween,Tried And True,not_hot,0.637,0.645,-7.415,0.0277,0.101,0.0,0.473,117.006,21
1920,Smino,VERIZON,not_hot,0.301,0.431,-5.314,0.0299,0.0961,1.05e-05,0.221,148.2,23
1921,Jon Pardi,Out Of Style,not_hot,0.457,0.874,-3.059,0.0482,0.0111,0.0,0.423,114.797,11
1922,Kenny Chesney,El Cerrito Place,not_hot,0.693,0.754,-5.316,0.0576,0.481,0.0,0.956,86.31,22
1923,Leeland,Christ Be All Around Me (Live) [feat. All Sons & Daughters],not_hot,0.333,0.851,-5.293,0.0948,0.0101,0.0,0.44,108.25,4
1924,Yeah Yeah Yeahs,Soft Shock,not_hot,0.545,0.509,-7.782,0.256,0.448,0.0,0.559,118.09,26
1925,JOEY DJIA,Wish I Never,not_hot,0.607,0.881,-5.354,0.053,0.00545,0.000344,0.34,94.994,20
1926,Yellowman,Two To Six Super Mix,not_hot,0.528,0.722,-7.67,0.0295,0.00178,0.574,0.915,119.486,2
1927,Jessie J,Who's Laughing Now,not_hot,0.513,0.274,-12.1,0.0282,0.921,0.0419,0.259,137.823,25
1928,Moon Taxi,Red Hot Lights,not_hot,0.749,0.839,-9.173,0.231,0.0364,0.0,0.64,87.587,6
1929,Beach House,Girl Of The Year,not_hot,0.853,0.583,-4.563,0.281,0.15,2.52e-06,0.365,160.026,16
1930,Ben Rector,Fear,not_hot,0.356,0.268,-13.01,0.0301,0.751,0.0854,0.158,109.053,0
1931,Gorillaz,Halfway To The Halfway House (feat. Peven Everett),not_hot,0.274,0.434,-7.654,0.0285,0.206,0.0,0.118,83.524,13
1932,Diana Krall,Let It Snow,not_hot,0.492,0.846,-7.104,0.067,0.0484,0.000125,0.472,99.034,20
1933,Unlike Pluto,Now I Don't Care,not_hot,0.585,0.492,-7.516,0.0254,0.223,5.37e-05,0.226,105.526,28
1934,Elizabeth Mitchell,Sleep Eye,not_hot,0.728,0.664,-5.543,0.0438,0.00973,0.000515,0.105,104.021,28
1935,Vijay Iyer,Human Nature,not_hot,0.678,0.604,-6.854,0.0461,0.444,0.000994,0.404,144.017,21
1936,Win and Woo,Gold (Feat. Shaylen),not_hot,0.425,0.839,-12.391,0.0385,6.64e-06,0.816,0.705,109.575,14
1937,Eloy,Tempano de Hielo,not_hot,0.525,0.594,-14.033,0.0907,0.161,0.949,0.0703,157.917,18
1938,The Smiths,The Headmaster Ritual - 2011 Remaster,not_hot,0.439,0.666,-6.078,0.0754,0.159,9.56e-06,0.579,137.9,10
1939,Mitchell Tenpenny,If the Boot Fits - Acoustic,not_hot,0.68,0.64,-8.276,0.0294,0.232,0.743,0.357,92.022,2
1940,Halestorm,Love Bites (So Do I),not_hot,0.57,0.69,-8.245,0.0401,0.101,4.11e-05,0.49,132.622,21
1941,Rascal Flatts,To Make Her Love Me,not_hot,0.643,0.362,-8.579,0.0476,0.516,0.00523,0.56,136.001,12
1942,Dr. John,Iko Iko,not_hot,0.589,0.909,-2.825,0.201,0.0156,0.000133,0.528,169.987,10
1943,Incubus,I Miss You,not_hot,0.608,0.881,-4.903,0.0499,1.44e-05,0.0254,0.412,115.004,11
1944,Majid Jordan,What You Do to Me,not_hot,0.535,0.523,-7.601,0.0312,0.603,0.0,0.17,107.889,12
1945,Björk,Enjoy,not_hot,0.602,0.941,-4.152,0.0384,0.0074,0.00201,0.604,111.988,20
1946,Gary Allan,Bones,not_hot,0.319,0.00358,-32.711,0.0519,0.994,0.84,0.245,78.739,27
1947,Sonta,Yas Remix Feat G Herbo,not_hot,0.379,0.537,-10.749,0.0318,0.00406,0.85,0.0635,137.961,18
1948,Thousand Foot Krutch,The End Is Where We Begin,not_hot,0.719,0.576,-6.363,0.224,0.575,1.03e-05,0.429,85.035,26
1949,Blue Lab Beats,The Idea,not_hot,0.342,0.331,-10.424,0.0347,0.27,0.0,0.338,142.91,23
1950,Childish Major,I Like You (feat. DRAM & 6lack),not_hot,0.927,0.525,-8.256,0.0667,0.274,0.238,0.778,118.023,22
1951,Tito Rodriguez,Cuando Cuando,not_hot,0.481,0.479,-10.045,0.027,0.00741,0.000458,0.0941,127.88,23
1952,Shamanes Crew,La Crew,not_hot,0.754,0.365,-8.998,0.143,0.383,3.14e-06,0.417,124.966,12
1953,Run–D.M.C.,Christmas In Hollis,not_hot,0.438,0.325,-9.206,0.0432,0.241,1.11e-06,0.142,141.504,23
1954,112,Anywhere,not_hot,0.798,0.454,-7.847,0.0875,0.0446,0.0,0.248,137.873,21
1955,Cody Johnson,The Grandpa Song,not_hot,0.305,0.924,-5.01,0.0663,6.14e-06,0.902,0.365,92.509,14
1956,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ) - Anki Remix,not_hot,0.749,0.643,-7.424,0.114,0.0254,0.0,0.651,123.92,21
1957,The Front Bottoms,Bae,not_hot,0.637,0.595,-7.822,0.137,0.0832,1.74e-05,0.279,94.09,28
1958,Five Finger Death Punch,Bloody,not_hot,0.606,0.626,-7.108,0.073,0.726,0.0,0.797,106.742,9
1959,Zachary Knowles,i can't sleep,not_hot,0.491,0.795,-5.488,0.235,0.107,0.0,0.435,124.632,11
1960,Kem,It's You,not_hot,0.673,0.683,-4.436,0.196,0.0147,0.0,0.417,158.026,21
1961,Datsik,Smoke Bomb,not_hot,0.593,0.732,-6.855,0.046,0.326,0.0,0.723,78.546,20
1962,Jacob Bryant,More Than One Year,not_hot,0.734,0.541,-8.86,0.131,0.454,0.000851,0.501,140.044,21
1963,Bob Marley & The Wailers,"Slave Driver - Live At Music Hall, Boston / 1978",not_hot,0.648,0.452,-8.716,0.0309,0.94,0.106,0.125,99.446,12
1964,Betty Who,Stop Thinking About You,not_hot,0.625,0.83,-7.015,0.0419,0.0206,0.0,0.92,116.532,1
1965,Los Enanitos Verdes,"Lamento Boliviano - En Vivo Desde Tijuana, Mexico/2004",not_hot,0.612,0.871,-4.478,0.0334,0.162,0.51,0.877,111.888,1
1966,Basement Jaxx,Magnificent Romeo,not_hot,0.444,0.7,-6.604,0.0356,0.0288,2.72e-06,0.172,136.957,23
1967,Fractures,Eastside,not_hot,0.536,0.573,-8.551,0.264,0.107,0.443,0.175,87.95,6
1968,George Strait,Let It Go,not_hot,0.652,0.871,-3.136,0.034,0.000535,1.23e-05,0.938,128.822,1
1969,Firefall,Just Remember I Love You,not_hot,0.572,0.302,-8.573,0.0286,0.743,0.0,0.389,105.54,29
1970,Ace Hood,Amnesia,not_hot,0.546,0.87,-5.107,0.114,0.103,0.0,0.071,156.145,11
1971,Bedřich Smetana,"Má Vlast, JB 1:112: The Moldau (Vltava) [Excerpt]",not_hot,0.253,0.524,-9.296,0.0706,0.418,1.7e-06,0.351,80.769,13
1972,MF DOOM,GAZZILLION EAR,not_hot,0.536,0.302,-14.353,0.328,0.821,1.91e-05,0.617,79.239,26
1973,Jay Critch,Try It (feat. French Montana & Fabolous),not_hot,0.551,0.449,-11.297,0.0637,0.0442,0.00681,0.392,133.558,23
1974,Stand High Patrol,Dinner Time,not_hot,0.528,0.799,-4.569,0.0326,0.000991,0.0,0.515,94.994,20
1975,Armors,Name,not_hot,0.616,0.642,-7.274,0.0935,0.137,0.0,0.686,82.75,7
1976,DJ Shadow,Transmission 1,not_hot,0.203,0.272,-15.07,0.0349,0.312,0.00335,0.187,166.415,25
1977,El Gran Combo De Puerto Rico,Esos Ojitos Negros,not_hot,0.728,0.628,-9.898,0.22,0.386,0.1,0.33,150.082,16
1978,Eminem,One Shot 2 Shot,not_hot,0.56,0.822,-6.694,0.0839,0.0143,0.0,0.342,97.031,4
1979,Queensrÿche,I Don't Believe In Love - Remastered 2003,not_hot,0.807,0.681,-4.482,0.285,0.312,5.62e-06,0.815,97.963,6
1980,New Edition,Boys To Men,not_hot,0.412,0.384,-10.236,0.0281,0.0692,3.09e-05,0.0373,93.067,13
1981,Madison Beer,Hurts Like Hell - Feenixpawl Remix,not_hot,0.918,0.503,-7.944,0.0368,0.24,4.58e-05,0.95,128.674,3
1982,Gary Allan,Drinkin' Dark Whiskey,not_hot,0.693,0.758,-9.758,0.0369,0.378,0.00837,0.798,97.345,22
1983,Kelly Price,You Should've Told Me,not_hot,0.497,0.415,-8.231,0.0261,0.47,0.000324,0.139,107.249,13
1984,Leprous,Third Law,not_hot,0.488,0.821,-3.729,0.0482,0.00263,0.000514,0.354,159.992,15
1985,Jelly Roll,Wheels Fall Off,not_hot,0.739,0.781,-4.584,0.0449,0.0482,0.0,0.164,93.981,28
1986,Pearl Jam,Corduroy - Remastered,not_hot,0.411,0.296,-8.177,0.0404,0.911,0.000115,0.0398,111.598,24
1987,Fred Astaire,I Won't Dance,not_hot,0.529,0.935,-6.466,0.0462,0.000663,0.337,0.377,130.966,11
1988,Ivy Queen,Quiero Saber,not_hot,0.497,0.722,-2.165,0.0323,0.715,1.23e-06,0.414,86.782,29
1989,The Smiths,"William, It Was Really Nothing - 2011 Remaster",not_hot,0.861,0.463,-9.22,0.118,0.277,0.00332,0.261,116.038,28
1990,Bruno Coulais,Les choristes,not_hot,0.759,0.509,-10.367,0.0419,0.319,0.906,0.808,142.962,2
1991,Chromeo,Count Me Out,not_hot,0.508,0.759,-4.872,0.0533,0.0531,1.06e-06,0.339,66.85,4
1992,Giacomo Puccini,Turandot / Act 1: Non piangere Liù,not_hot,0.271,0.48,-9.215,0.0283,0.0533,2.61e-05,0.113,147.969,23
1993,TroyBoi,B.I.A,not_hot,0.79,0.281,-8.897,0.0682,0.0268,0.919,0.837,98.117,2
1994,The White Stripes,Ball And Biscuit,not_hot,0.713,0.731,-7.246,0.0347,0.0232,8.53e-05,0.381,119.99,21
1995,XY&O,What's Love Got to Do with It,not_hot,0.699,0.912,-5.046,0.0521,0.0078,0.0,0.741,114.993,1
1996,Buckcherry,Head Like A Hole,not_hot,0.536,0.305,-8.645,0.121,0.858,2.9e-06,0.643,175.184,25
1997,Downplay,Hated You from Hello,not_hot,0.416,0.786,-7.643,0.0416,0.0115,0.0,0.451,149.975,15
1998,Cast - The Nightmare Before Christmas,Town Meeting Song,not_hot,0.367,0.983,-4.264,0.0649,9.49e-06,0.00049,0.85,175.006,10
1999,Always Never,Worst,not_hot,0.614,0.844,-4.458,0.0349,0.0193,0.0,0.505,129.034,11
2000,NOFX,Generation Z,not_hot,0.666,0.468,-9.231,0.22,0.467,0.0,0.379,150.011,16
2001,Andy Williams,Hawaiian Wedding Song,not_hot,0.893,0.704,-6.452,0.0739,0.0161,0.0,0.965,127.044,22
2002,Eric Bellinger,Ether/Doze Off/Inception,not_hot,0.349,0.762,-8.34,0.143,0.15,0.0,0.35,154.748,15
