,artist_name,song_title,identifier,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,cluster_k30
1068,Seaway,Just What I Needed,not_hot,0.292,0.0633,-22.304,0.0347,0.974,0.835,0.126,64.674,5
1069,Beyoncé,Speechless,not_hot,0.681,0.487,-9.886,0.0365,0.0556,0.0146,0.567,113.692,7
1070,Chet Baker,Time After Time - Vocal Version,not_hot,0.593,0.8,-3.762,0.488,0.498,0.0,0.535,170.149,16
1071,Gramatik,So Much for Love,not_hot,0.495,0.943,-3.884,0.104,6.3e-05,0.053,0.357,116.07,11
1072,John Lennon,Oh Yoko! - Remastered 2010,not_hot,0.623,0.66,-5.528,0.0607,0.496,0.0,0.557,139.989,21
1073,Thievery Corporation,History (feat. Mr. Lif and Sitali),not_hot,0.553,0.99,-4.383,0.105,0.25,0.0,0.868,92.34,20
1074,Jesus Culture,Anointing - Live,not_hot,0.551,0.902,-4.56,0.0403,0.00542,0.0,0.398,132.016,11
1075,Noname,Casket Pretty,not_hot,0.416,0.715,-5.75,0.0435,0.00272,2.23e-05,0.126,149.952,23
1076,Dizzy Wright,Flatline,not_hot,0.653,0.662,-7.03,0.026,0.382,0.0,0.51,104.026,7
1077,Devin The Dude,Doobie Ashtray,not_hot,0.759,0.748,-5.998,0.0872,0.111,3.14e-06,0.57,89.958,22
1078,Tora,Another Case,not_hot,0.707,0.435,-9.892,0.0393,0.749,0.0,0.821,89.395,9
1079,Brett Eldredge,Raymond,not_hot,0.65,0.541,-6.727,0.148,0.0822,0.0,0.835,204.133,10
1080,Rich Homie Quan,The Most,not_hot,0.253,0.792,-6.327,0.0568,0.00441,0.0106,0.383,87.345,4
1081,Rupert Gregson-Williams,Permission to Come Aboard,not_hot,0.456,0.476,-8.186,0.0344,0.685,0.0207,0.181,131.555,12
1082,Chris Webby,World Wide Web,not_hot,0.484,0.986,-2.932,0.139,0.000202,0.000312,0.272,143.946,11
1083,Reel Big Fish,Ska Show,not_hot,0.249,0.68,-5.444,0.0594,0.00105,0.0128,0.143,189.879,15
1084,Talking Heads,Road To Nowhere,not_hot,0.522,0.971,-4.59,0.109,4.8e-05,0.0534,0.195,114.992,11
1085,Keb' Mo',Life Is Beautiful,not_hot,0.778,0.608,-9.617,0.0983,0.149,0.0199,0.525,123.023,21
1086,Yann Tiersen,Evening Party,not_hot,0.554,0.678,-6.754,0.0405,0.417,0.0162,0.372,138.059,12
1087,Descendents,Kabuki Girl,not_hot,0.667,0.534,-11.899,0.0354,0.443,0.637,0.501,127.905,2
1088,Akon,Locked Up,not_hot,0.384,0.1,-22.24,0.0314,0.985,0.951,0.109,68.938,5
1089,Kiana Ledé,Take It All,not_hot,0.783,0.697,-6.376,0.177,0.323,0.0,0.396,94.979,6
1090,Young Dolph,Playin Wit A Chek,not_hot,0.709,0.324,-15.954,0.247,0.673,3.79e-06,0.118,99.974,24
1091,Tony Bennett,Firefly,not_hot,0.599,0.574,-7.363,0.0434,0.32,0.0,0.677,147.751,3
1092,Majid Jordan,Every Step Every Way,not_hot,0.699,0.785,-3.694,0.0464,0.0727,0.0,0.763,84.022,22
1093,Chase Bryant,Jet Black Pontiac,not_hot,0.754,0.484,-9.196,0.0609,0.803,9.02e-06,0.801,82.761,9
1094,for KING & COUNTRY,Need You More,not_hot,0.545,0.987,-3.3,0.0489,7.06e-05,0.261,0.395,99.93,20
1095,Toro y Moi,New Beat,not_hot,0.615,0.883,-6.526,0.0474,0.0989,0.00145,0.383,124.852,11
1096,Kobi Cantillo,OMG,not_hot,0.735,0.745,-2.669,0.062,0.698,0.000116,0.363,139.969,12
1097,Bad Suns,Maybe We're Meant To Be Alone,not_hot,0.629,0.69,-4.894,0.0357,0.0424,0.0,0.307,102.036,28
1098,Randy Houser,Chasing Down a Good Time,not_hot,0.771,0.378,-8.175,0.0446,0.203,9.26e-05,0.0392,116.012,28
1099,Catalyna,Alma Desnuda,not_hot,0.628,0.654,-8.866,0.0431,0.0105,0.49,0.542,158.02,14
1100,Ruth Barrett,Locomotives,not_hot,0.748,0.712,-5.651,0.143,0.0848,0.0,0.18,140.055,21
1101,Jordan Rakei,Hiding Place,not_hot,0.833,0.699,-6.926,0.0734,0.0257,9.01e-06,0.26,129.991,21
1102,Van Morrison,Gonna Send You Back To Where I Got You From,not_hot,0.324,0.029,-27.551,0.0365,0.857,0.806,0.0388,136.379,19
1103,Rick Ross,Magnificent,not_hot,0.746,0.916,-10.061,0.0772,0.518,0.0686,0.971,99.926,22
1104,Shenandoah,Ghost In This House,not_hot,0.666,0.874,-4.378,0.0299,0.00844,0.0,0.544,140.024,1
1105,Hollow Coves,Ran Away,not_hot,0.732,0.572,-6.157,0.0386,0.00117,0.0,0.239,128.05,28
1106,George Butterworth,The Banks of Green Willow,not_hot,0.427,0.913,-5.545,0.0804,0.00636,0.0,0.471,124.419,11
1107,Maxo Kream,Capeesh,not_hot,0.838,0.703,-6.195,0.05,0.768,1.56e-06,0.658,104.982,9
1108,Red,Already Over,not_hot,0.758,0.444,-5.395,0.135,0.0417,2.84e-05,0.732,90.992,7
1109,The Stanley Brothers,Mountain Dew,not_hot,0.814,0.809,-6.311,0.0716,0.00707,0.0,0.531,147.99,21
1110,Marques Houston,That Girl,not_hot,0.764,0.362,-9.135,0.061,0.0875,0.0,0.203,98.078,28
1111,Rascal Flatts,Easy,not_hot,0.587,0.278,-15.496,0.0312,0.761,9.53e-05,0.33,105.357,24
1112,B Smyth,Too Many Reasons,not_hot,0.809,0.624,-11.129,0.0514,0.488,0.895,0.34,115.004,2
1113,Miranda Lambert,Use My Heart,not_hot,0.388,0.559,-8.169,0.0301,0.0319,0.0646,0.116,146.221,23
1114,MGMT,"Of Moons, Birds & Monsters",not_hot,0.58,0.374,-15.178,0.0317,0.652,0.0,0.596,142.369,25
1115,Waylon Jennings,Ladies Love Outlaws,not_hot,0.682,0.883,-2.385,0.0686,0.0218,0.0,0.891,117.033,1
1116,Bassnectar,Gnar,not_hot,0.493,0.293,-13.843,0.0314,0.287,0.0,0.0793,125.678,12
1117,Rancid,Old Friend,not_hot,0.636,0.554,-8.799,0.043,0.033,0.0262,0.256,89.063,28
1118,Kelela,LMK,not_hot,0.699,0.477,-9.339,0.031,0.291,0.0,0.83,118.382,9
1119,Childish Major,NoEyeInTeam,not_hot,0.152,0.185,-23.18,0.0398,0.97,0.802,0.04,66.179,5
1120,Arcangel,Pakas de 100,not_hot,0.284,0.327,-11.864,0.049,0.223,0.0,0.152,91.902,13
1121,James Vincent McMorrow,We Don't Eat,not_hot,0.657,0.619,-6.787,0.0348,0.0484,0.0,0.775,92.999,22
1122,Eberhard Weber,The Colours Of Chloë,not_hot,0.625,0.474,-10.499,0.104,0.582,0.0519,0.301,155.837,12
1123,Crowder,Crushing Snakes,not_hot,0.476,0.873,-4.102,0.0439,0.00188,2.97e-06,0.398,133.876,11
1124,Booka Shade,Line of Fire - Radio Edit,not_hot,0.807,0.611,-6.264,0.233,0.0654,0.0,0.379,89.926,6
1125,A Tribe Called Quest,Get A Hold,not_hot,0.51,0.578,-8.677,0.0374,0.117,0.886,0.527,118.823,14
1126,Amy Winehouse,Take The Box,not_hot,0.498,0.806,-8.684,0.0661,0.00269,0.0,0.741,146.622,10
1127,Wisin,Tu Libertad,not_hot,0.408,0.658,-10.383,0.23,0.0155,0.0296,0.421,76.985,4
1128,BJ The Chicago Kid,Church,not_hot,0.455,0.539,-8.932,0.0403,0.592,0.00919,0.641,189.161,25
1129,Justin Timberlake,Tunnel Vision,not_hot,0.631,0.94,-2.581,0.0834,0.036,0.0314,0.359,150.036,11
1130,Anthem Lights,In Christ Alone,not_hot,0.72,0.445,-10.403,0.148,0.669,2.22e-05,0.178,122.855,12
1131,Sade,Hang On to Your Love - Remastered,not_hot,0.486,0.825,-3.807,0.0413,0.00714,0.0,0.404,134.114,11
1132,Jon Z,Venau,not_hot,0.564,0.839,-4.708,0.0433,0.00537,6.55e-05,0.749,146.068,1
1133,Inspector,Como Te Extraño,not_hot,0.538,0.787,-4.418,0.0655,0.0689,2.89e-06,0.42,79.887,20
1134,Grace,Hell Of A Girl,not_hot,0.415,0.463,-9.86,0.0823,0.134,0.00255,0.573,96.1,13
1135,Bob Marley & The Wailers,I Shot The Sheriff,not_hot,0.705,0.71,-6.457,0.197,0.041,2.65e-06,0.711,127.112,6
1136,Cocteau Twins,"Road, River And Rail",not_hot,0.347,0.288,-8.226,0.0304,0.442,0.0,0.242,111.68,13
1137,Rival Sons,Feral Roots,not_hot,0.763,0.839,-3.437,0.117,0.429,0.0,0.655,104.977,22
1138,Ben Howard,Time Is Dancing,not_hot,0.509,0.871,-4.279,0.0389,0.0804,0.0,0.645,169.974,10
1139,Of Monsters and Men,Yellow Light,not_hot,0.478,0.473,-6.974,0.0319,0.29,0.0576,0.132,118.195,23
1140,Nai Palm,Atoll,not_hot,0.515,0.928,-6.392,0.0694,0.0138,0.0,0.389,124.058,11
1141,Jon McLaughlin,Beautiful Disaster,not_hot,0.551,0.765,-7.661,0.358,0.0117,0.0016,0.537,131.712,16
1142,Max Frost,White Lies,not_hot,0.842,0.717,-7.277,0.0791,0.0242,0.000596,0.522,99.993,22
1143,Sade,Paradise / Nothing Can Come Between Us - Live 2011,not_hot,0.836,0.901,-3.351,0.321,0.0372,0.000387,0.728,140.031,16
1144,DAVI,Two Suns In The Sky - Original Mix,not_hot,0.508,0.407,-7.73,0.0253,0.0855,7.38e-05,0.256,79.034,13
1145,OK Go,Upside Down & Inside Out,not_hot,0.461,0.322,-16.197,0.0326,0.8,0.164,0.306,180.072,25
1146,Alice In Chains,"Nutshell - Live at the Majestic Theatre, Brooklyn, NY - April 1996",not_hot,0.793,0.606,-7.225,0.264,0.355,0.000217,0.487,139.994,16
1147,"Crosby, Stills, Nash & Young",4 + 20,not_hot,0.19,0.136,-19.959,0.0393,0.978,0.0025,0.0663,91.421,0
1148,Flying Lotus,Do The Astral Plane,not_hot,0.471,0.68,-6.059,0.134,0.429,0.0,0.489,86.414,29
1149,Royal Tailor,Got That Fire,not_hot,0.596,0.604,-6.367,0.0623,0.0441,0.0,0.433,81.016,7
1150,Planetshakers,Electric Atmosphere - Live,not_hot,0.518,0.177,-16.289,0.0495,0.609,0.0,0.336,125.287,24
1151,Hillsong UNITED,Here Now (Madness) - Live,not_hot,0.746,0.5,-8.426,0.0669,0.197,0.0,0.466,120.039,21
1152,Hans Zimmer,Circle Of Life / King Of Pride Rock - Live / From The Lion King / Prelude / Reprise,not_hot,0.307,0.632,-7.115,0.185,0.751,5.24e-06,0.193,169.579,25
1153,Harold Budd,The Silver Ball - 2005 Digital Remaster,not_hot,0.595,0.95,-3.356,0.0452,0.0233,0.0195,0.67,106.017,20
1154,NOFX,The Irrationality of Rationality,not_hot,0.503,0.755,-4.811,0.265,0.0307,0.0,0.807,79.422,6
1155,The Foundations,"Baby, Now That I Found You",not_hot,0.681,0.676,-11.41,0.037,0.729,0.924,0.452,94.985,2
1156,Simon & Garfunkel,The 59th Street Bridge Song,not_hot,0.723,0.925,-4.474,0.03,0.0174,2.97e-06,0.724,105.995,1
1157,Sudan Archives,Escape,not_hot,0.623,0.438,-8.79,0.0278,0.769,3.12e-05,0.628,142.011,9
1158,Huey Lewis & The News,Do You Believe In Love,not_hot,0.728,0.53,-8.447,0.035,0.00553,0.243,0.155,120.029,28
1159,Bayside,"Sick, Sick, Sick",not_hot,0.175,0.117,-16.666,0.0426,0.851,0.877,0.0393,84.933,5
1160,Baths,Aminals,not_hot,0.729,0.48,-9.599,0.0349,0.589,0.49,0.0943,127.995,12
1161,Augustus Pablo,King Tubby Meets Rockers Uptown,not_hot,0.696,0.381,-8.467,0.0571,0.274,7.45e-05,0.454,79.961,7
1162,Combinacion De La Habana,Me Gustas Tu,not_hot,0.913,0.141,-14.659,0.105,0.617,0.907,0.364,108.018,17
1163,Zona Ganjah,Luces de la ciudad,not_hot,0.336,0.383,-13.642,0.0316,0.611,1.76e-06,0.701,185.535,25
1164,Thomas Bergersen,Snow Angels,not_hot,0.559,0.44,-9.273,0.0312,0.593,3.81e-06,0.483,72.015,29
1165,Menor Menor,Bandida,not_hot,0.318,0.804,-5.792,0.132,0.000272,0.0058,0.438,153.031,15
1166,DREAMERS,Black & White,not_hot,0.3,0.532,-5.136,0.0355,0.29,0.0,0.25,153.627,23
1167,Philip Glass,Etude No. 9,not_hot,0.855,0.522,-7.546,0.0611,0.021,8.6e-05,0.483,130.033,21
1168,Brennan Savage,Breathe,not_hot,0.381,0.515,-7.492,0.0352,0.779,0.00823,0.121,97.932,13
1169,Akira Kosemura,South Wind,not_hot,0.575,0.597,-6.871,0.0295,0.216,0.0,0.269,93.857,28
1170,Mulatu Astatke,Yèkèrmo Sèw (A Man of Experience and Wisdom),not_hot,0.683,0.374,-10.084,0.0381,0.232,0.0,0.707,108.125,7
1171,Zendaya,Butterflies,not_hot,0.581,0.912,-5.728,0.343,0.00981,0.0,0.56,128.077,16
1172,Michael W. Smith,Ancient Words,not_hot,0.705,0.72,-8.229,0.144,0.489,0.0466,0.353,122.001,21
1173,Demun Jones,My Town,not_hot,0.594,0.367,-13.897,0.0659,0.308,0.0,0.235,98.985,13
1174,Adam Calhoun,Born Alone,not_hot,0.678,0.845,-4.976,0.0464,0.00546,0.00192,0.58,112.029,1
1175,St. Vincent,Hang On Me,not_hot,0.401,0.907,-11.422,0.0679,0.524,0.0,0.317,90.302,4
1176,Injury Reserve,Yo,not_hot,0.588,0.392,-10.697,0.0285,0.756,0.0099,0.46,102.022,29
1177,R.LUM.R,I Need To Know,not_hot,0.626,0.626,-8.982,0.13,0.00577,6.15e-06,0.342,140.055,21
1178,Malina Moye,Jumpin',not_hot,0.668,0.788,-6.752,0.0424,7.48e-05,0.108,0.692,137.38,1
1179,Jereena Montemayor,Provide,not_hot,0.666,0.758,-5.087,0.237,0.178,0.0,0.645,96.138,6
1180,The Dip,She Gave Me the Keys,not_hot,0.379,0.0462,-14.719,0.0445,0.978,0.000931,0.147,80.641,0
1181,Kodak Black,Change My Ways,not_hot,0.708,0.553,-6.319,0.0262,0.0335,0.0,0.589,94.977,7
1182,Alika,Ejercito Despierta,not_hot,0.842,0.68,-8.038,0.276,0.132,1.56e-05,0.628,104.952,6
1183,McCafferty,Bottom,not_hot,0.76,0.699,-5.581,0.314,0.00396,0.0259,0.0828,125.074,16
1184,Jaymes Young,Stoned On You,not_hot,0.736,0.527,-7.113,0.0927,0.0604,0.0,0.317,153.995,21
1185,Spoon,I Turn My Camera On,not_hot,0.603,0.849,-6.527,0.0647,0.0782,0.000505,0.667,122.557,1
1186,DeJ Loaf,Liberated,not_hot,0.348,0.108,-26.546,0.0327,0.987,0.908,0.366,77.924,27
1187,Lolo Zouaï,Jade (feat. Blood Orange),not_hot,0.434,0.87,-7.458,0.0743,0.136,0.00139,0.416,84.101,4
1188,Penny and Sparrow,Brothers,not_hot,0.605,0.388,-11.169,0.16,0.563,5.36e-06,0.428,109.913,12
1189,The Animals,We Gotta Get Out Of This Place - UK Single Version,not_hot,0.426,0.478,-15.856,0.067,0.183,0.76,0.581,166.108,18
1190,Planetshakers,Alive Again - Live In Manila,not_hot,0.618,0.688,-6.11,0.311,0.0524,0.0,0.461,80.899,6
1191,DPR LIVE,Is You Down,not_hot,0.786,0.223,-12.844,0.266,0.00281,6.03e-06,0.84,166.819,16
1192,MercyMe,Dear Younger Me,not_hot,0.63,0.589,-8.11,0.0275,0.0752,0.552,0.314,112.013,14
1193,Korn,Did My Time,not_hot,0.359,0.383,-10.894,0.043,0.843,0.019,0.28,160.078,25
1194,Father John Misty,This Is Sally Hatchet,not_hot,0.761,0.688,-8.82,0.0478,0.0645,6.28e-05,0.666,83.016,22
1195,Thom Yorke,Skip Divided,not_hot,0.491,0.185,-12.334,0.0295,0.941,3.24e-05,0.276,131.515,24
1196,Nicky Romero,Me On You,not_hot,0.778,0.744,-3.778,0.0937,0.0628,0.0,0.827,167.956,3
1197,Nipsey Hussle,Million While You Young (feat. The-Dream),not_hot,0.583,0.485,-7.181,0.094,0.231,5.17e-05,0.474,129.557,21
1198,Steve Aoki,Back 2 U,not_hot,0.91,0.556,-6.865,0.0518,0.0522,3.73e-06,0.467,139.99,21
1199,Nils Landgren Funk Unit,House Party,not_hot,0.615,0.921,-4.676,0.041,0.0731,0.000179,0.744,126.947,1
1200,The Chemical Brothers,The State We're In,not_hot,0.553,0.843,-3.365,0.0627,0.137,2.25e-06,0.63,99.194,20
1201,Howard Shore,The King of the Golden Hall,not_hot,0.653,0.817,-5.706,0.0405,0.277,3.77e-06,0.661,125.018,1
1202,Nicky Jam,Gatas en la Disco,not_hot,0.518,0.223,-12.488,0.0284,0.921,7.94e-06,0.368,78.469,24
1203,Steel Pulse,Throne Of Gold,not_hot,0.593,0.415,-9.504,0.0407,0.318,0.000325,0.393,75.999,13
1204,Swoope,All the Time,not_hot,0.527,0.816,-4.597,0.0366,0.247,0.0,0.492,154.033,10
1205,Zach Dylan,This Old Truck,not_hot,0.723,0.714,-5.854,0.0466,0.0418,5.85e-06,0.531,119.924,21
1206,Ravyn Lenae,Moon Shoes,not_hot,0.583,0.271,-15.866,0.0299,0.545,0.0,0.235,102.678,24
1207,Dan + Shay,Somewhere Only We Know,not_hot,0.555,0.577,-9.64,0.689,0.455,0.0,0.182,86.338,8
1208,Trey Songz,Priceless,not_hot,0.601,0.591,-5.519,0.421,0.0225,0.0,0.192,141.482,16
1209,Third Eye Blind,Crystal Baller,not_hot,0.264,0.931,-7.615,0.0928,4.75e-05,0.454,0.414,90.246,4
1210,The Drums,Lets Go Surfing,not_hot,0.502,0.959,-3.523,0.104,4.37e-05,0.0129,0.412,184.094,15
1211,Young Thug,Take Care,not_hot,0.657,0.411,-9.868,0.0326,0.767,0.000527,0.523,80.747,29
1212,Band of Horses,Hag,not_hot,0.392,0.981,-4.564,0.0799,2.9e-05,0.0422,0.335,160.047,15
1213,Upchurch,Country as It Gets,not_hot,0.58,0.529,-8.434,0.0236,0.681,0.0,0.355,82.025,29
1214,Franz Liszt,"Consolation No.3, S.172, No.3",not_hot,0.717,0.282,-10.48,0.0275,0.696,0.00193,0.572,97.874,9
1215,Caleb Hawley,You're Still the One,not_hot,0.386,0.917,-4.788,0.115,0.00515,0.0,0.619,149.961,10
1216,Warren G,Nobody Does It Better,not_hot,0.0664,0.0156,-25.661,0.0496,0.969,0.8,0.0386,54.893,27
1217,Daughtry,Backbone,not_hot,0.421,0.591,-8.86,0.0314,0.165,0.968,0.371,79.99,14
1218,Eric Bellinger,Lay Up,not_hot,0.362,0.981,-5.08,0.116,0.0475,0.0,0.301,185.962,15
1219,SZA,HiiiJack,not_hot,0.705,0.753,-3.114,0.0384,0.0321,6.69e-06,0.906,128.047,1
1220,Dustin Tebbutt,The Wolves (Reprise),not_hot,0.52,0.858,-8.718,0.0729,0.108,0.834,0.215,93.834,14
1221,Ratatat,Wildcat,not_hot,0.663,0.553,-6.451,0.028,0.688,0.0,0.344,128.988,12
1222,Fuego,Por Ti,not_hot,0.941,0.46,-10.775,0.0711,0.434,0.0555,0.73,101.839,9
1223,OutKast,Hootie Hoo,not_hot,0.669,0.773,-7.203,0.338,0.0484,0.0675,0.633,202.458,16
1224,Joe Rogan,"Suicide Bombings, Sad Penis, and Big Party Girl",not_hot,0.331,0.62,-7.926,0.0389,0.606,0.0,0.266,132.091,23
1225,Shinedown,Unity,not_hot,0.354,0.348,-7.993,0.0338,0.75,3.59e-05,0.157,119.794,25
1226,Trebol Clan,En la Disco Apreta,not_hot,0.594,0.768,-5.683,0.0336,0.0243,0.0,0.537,132.045,1
1227,Ramin Djawadi,Codex,not_hot,0.361,0.47,-9.765,0.0324,0.565,0.000396,0.431,200.273,25
1228,Cautious Clay,Silos,not_hot,0.605,0.333,-12.627,0.0304,0.404,0.939,0.0961,119.973,18
1229,Bill Evans,Young And Foolish,not_hot,0.596,0.555,-5.96,0.0458,0.172,4.9e-06,0.487,84.39,7
1230,21 Savage,Bad Guy,not_hot,0.547,0.259,-14.648,0.0411,0.721,0.0179,0.159,125.442,24
1231,Blind Melon,No Rain - Remastered 2002,not_hot,0.461,0.168,-16.225,0.042,0.449,0.886,0.309,169.675,18
1232,Halestorm,Skulls,not_hot,0.714,0.758,-4.925,0.0647,0.0313,1.86e-06,0.515,148.02,21
1233,Julien Baker,Blacktop,not_hot,0.689,0.874,-5.275,0.0464,0.0816,0.129,0.961,121.019,1
1234,Los Caligaris,Cada Vez,not_hot,0.609,0.37,-6.523,0.0438,0.611,0.0,0.572,122.523,12
1235,Yung Pinch,When I Get Home (Hotel California),not_hot,0.77,0.556,-10.898,0.0426,0.151,1.74e-05,0.882,123.227,3
1236,Tchami,Kurupt,not_hot,0.792,0.289,-11.851,0.058,0.64,0.00211,0.355,113.618,12
1237,Niykee Heaton,Dream Team,not_hot,0.32,0.413,-12.472,0.0314,0.484,4.97e-06,0.313,142.765,25
1238,Jungle,Busy Earnin',not_hot,0.849,0.49,-10.416,0.0662,0.0221,0.0701,0.827,145.022,3
1239,Deodato,San Juan Sunset,not_hot,0.188,0.036,-29.227,0.0447,0.622,0.782,0.0332,77.124,27
1240,Passion,Lift Up Jesus - Live,not_hot,0.458,0.408,-11.652,0.0308,0.943,0.646,0.706,89.949,17
1241,THEY.,U-RITE,not_hot,0.613,0.426,-6.418,0.0289,0.516,0.0,0.129,129.644,12
1242,La Mosca Tse-Tse,Todos Tenemos Un Amor,not_hot,0.788,0.605,-7.663,0.249,0.14,0.0,0.601,135.222,16
1243,Mick Jenkins,Martyrs,not_hot,0.814,0.599,-13.007,0.232,0.43,0.736,0.752,82.278,2
1244,Jonathan Edwards,Sunshine (Go Away Today),not_hot,0.316,0.305,-13.119,0.0352,0.709,0.0085,0.157,131.717,25
1245,Wire,I Am the Fly - 2006 Remastered Version,not_hot,0.743,0.431,-8.624,0.0437,0.852,0.00737,0.585,88.572,9
1246,Saliva,Superstar,not_hot,0.753,0.609,-4.381,0.117,0.00373,0.0,0.439,140.304,21
1247,John Murphy,How to Leave Your Body,not_hot,0.0607,0.261,-17.513,0.0422,0.922,0.941,0.0315,43.741,5
1248,Mike Shinoda,Crossing A Line,not_hot,0.238,0.606,-6.419,0.0364,0.697,0.813,0.0771,122.796,18
1249,Gigolo Y La Exce,Decibel,not_hot,0.827,0.49,-10.955,0.164,0.453,2.84e-06,0.227,106.968,28
1250,Lirico En La Casa,Brum Brum,not_hot,0.746,0.905,-4.929,0.0485,0.0347,0.0,0.727,127.952,1
1251,Fantan Mojah,Rasta Got Soul,not_hot,0.744,0.615,-6.061,0.0381,0.00415,4.31e-06,0.378,95.013,28
1252,Adickta Sinfonía,Rimaje,not_hot,0.543,0.988,-2.672,0.0906,1.08e-05,0.000855,0.245,108.058,11
1253,Sovereign Grace Music,All I Have Is Christ,not_hot,0.38,0.539,-4.374,0.0356,0.0238,0.0,0.398,175.79,15
1254,Cesaria Evora,Amor Di Mundo,not_hot,0.896,0.592,-7.65,0.144,0.0904,0.128,0.286,91.983,28
1255,Kay Starr,"""It’s A Good Day""",not_hot,0.693,0.891,-3.261,0.296,0.0281,0.0,0.532,91.1,6
1256,Mojito Lite,Si Te Molesta,not_hot,0.518,0.382,-12.976,0.451,0.843,1.67e-05,0.496,82.827,26
1257,Arcangel,Lo Que Sea,not_hot,0.571,0.537,-10.0,0.127,0.306,0.139,0.401,164.265,21
1258,Axwell /\ Ingrosso,Dreamer - Matisse & Sadko Remix,not_hot,0.468,0.733,-6.271,0.398,0.45,0.0,0.289,129.974,16
1259,M.I.A.,Borders,not_hot,0.682,0.314,-13.991,0.0302,0.382,0.794,0.205,90.012,17
1260,Trace Adkins,Fightin' Words,not_hot,0.709,0.859,-2.748,0.129,0.117,1.04e-06,0.875,176.245,10
1261,Five Iron Frenzy,Battle Dancing Unicorns with Glitter,not_hot,0.295,0.932,-4.914,0.121,0.000324,0.0,0.734,160.774,10
1262,Bob Seger,Her Strut,not_hot,0.724,0.539,-6.189,0.0585,0.0752,0.0,0.424,109.917,28
1263,Andrea Bocelli,"Nelle tue mani (Now We Are Free) - From ""Gladiator""",not_hot,0.462,0.976,-3.569,0.093,0.000258,0.0012,0.4,96.992,4
1264,SiR,Something Foreign (feat. ScHoolboy Q),not_hot,0.564,0.808,-3.794,0.0404,0.00764,0.000395,0.368,82.516,20
1265,Clare Dunn,Tuxedo,not_hot,0.831,0.493,-5.58,0.363,0.312,0.0,0.195,150.027,16
1266,Charlotte Day Wilson,Funeral,not_hot,0.865,0.807,-5.563,0.154,0.0318,0.0,0.492,130.054,21
1267,Wolfmother,Victorious,not_hot,0.495,0.85,-4.086,0.0504,0.00376,0.0,0.605,87.014,20
1268,Carl Thomas,I Wish,not_hot,0.912,0.596,-9.959,0.451,0.482,0.000369,0.816,90.463,26
1269,Saint Motel,Butch,not_hot,0.669,0.619,-4.171,0.0499,0.154,1.63e-05,0.787,84.971,22
1270,Babyface,What If - Urban Mix,not_hot,0.396,0.98,-5.373,0.0792,0.00432,0.000288,0.262,191.48,15
1271,Carlitos Rossy,Me Mato Solo,not_hot,0.402,0.947,-3.972,0.159,0.00206,0.0,0.436,92.614,4
1272,Ama Lou,Wire,not_hot,0.424,0.686,-5.256,0.0419,0.313,0.0,0.209,148.044,23
1273,Cerrone,Hooked On You (The Reflex Revision),not_hot,0.486,0.352,-11.367,0.0299,0.669,0.0,0.667,99.986,29
1274,Foo Fighters,Dirty Water,not_hot,0.609,0.471,-7.509,0.0262,0.26,0.23,0.33,109.295,28
1275,Levi Hummon,Earthquake,not_hot,0.587,0.231,-18.191,0.0396,0.676,0.861,0.0882,124.175,17
1276,GAWVI,SLINGSHOT,not_hot,0.753,0.403,-9.776,0.0283,0.227,0.0,0.277,109.864,28
1277,The Palms,Stupid La Love Song,not_hot,0.535,0.791,-7.081,0.0383,0.00752,0.00442,0.411,103.117,20
1278,Dalmata,Como Toda Una Señora,not_hot,0.412,0.486,-7.479,0.0599,0.321,1.05e-05,0.464,89.222,13
1279,Bo Burnham,one man shows,not_hot,0.447,0.0216,-25.435,0.03,0.981,0.936,0.199,71.997,27
1280,Goldmund,Amazing Grace,not_hot,0.769,0.863,-3.705,0.111,0.153,0.0,0.726,90.005,22
1281,Yella Beezy,Up One (feat. Lil Baby) - Remix,not_hot,0.455,0.908,-4.414,0.101,0.00234,0.0,0.697,154.113,10
1282,Lil Durk,Make It Out,not_hot,0.408,0.869,-5.416,0.0733,0.0019,0.0,0.557,174.3,10
1283,Anat Cohen,Putty Boy Strut,not_hot,0.496,0.618,-6.896,0.0379,0.00288,0.0267,0.158,117.997,23
1284,Tabu Ley Rochereau,Hafi Deo,not_hot,0.854,0.737,-6.485,0.151,0.142,0.0556,0.939,114.014,22
1285,George Strait,Everything I See,not_hot,0.658,0.801,-12.791,0.0427,0.0385,0.924,0.0525,127.037,14
1286,MiyaGi,Fantasy,not_hot,0.241,0.172,-14.186,0.033,0.905,0.00341,0.236,91.448,0
1287,G. Love & Special Sauce,One Night Romance,not_hot,0.567,0.395,-13.536,0.151,0.757,0.0,0.352,85.353,24
1288,Ahmad Jamal,Poinciana,not_hot,0.445,0.46,-9.841,0.111,0.0741,0.0,0.738,75.859,7
1289,Jeremy Zucker,Flying Kites,not_hot,0.505,0.925,-4.112,0.0873,0.00153,0.0,0.384,116.037,11
1290,Natiruts,Na Positiva,not_hot,0.37,0.471,-10.544,0.0371,0.888,0.003,0.373,146.322,25
1291,Howard Shore,The Siege Of Gondor,not_hot,0.262,0.233,-28.334,0.0896,0.98,0.913,0.11,53.087,27
1292,NOFX,Blasphemy (The Victimless Crime),not_hot,0.765,0.73,-6.806,0.127,0.105,0.0,0.751,89.988,22
